#T	E	M
0.0001	-4	1
0.1001	-4	1
0.2001	-4	1
0.3001	-4	1
0.4001	-4	1
0.5001	-4	1
0.6001	-4	1
0.7001	-4	0.999999
0.8001	-3.99935	0.999918
0.9001	-3.99793	0.999741
1.0001	-3.99267	0.999065
1.1001	-3.98633	0.998272
1.2001	-3.97291	0.996537
1.3001	-3.96289	0.99513
1.4001	-3.92563	0.98985
1.5001	-3.9091	0.987582
1.6001	-3.85262	0.978916
1.7001	-3.7908	0.969097
1.8001	-3.71847	0.957505
1.9001	-3.64805	0.943977
2.0001	-3.47982	0.874476
2.1001	-3.3153	0.215009
2.2001	-3.02793	-0.111069
2.3001	-2.86194	-0.00322578
2.4001	-2.45271	0.130867
2.5001	-2.29282	-0.0332458
2.6001	-2.04684	-0.0138767
2.7001	-1.96313	-0.0413673
2.8001	-1.83071	0.0331502
2.9001	-1.73554	0.0869034
3.0001	-1.65596	0.0104898
3.1001	-1.54025	-0.000292031
3.2001	-1.48837	0.0401395
3.3001	-1.39563	0.000927188
