0	0.0
1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.0
12	0.0
13	0.0
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
19	0.0
20	0.0
21	0.0
22	0.0
23	0.0
24	0.0
25	0.0
26	0.0
27	0.0
28	0.0003
29	0.0005
30	0.0007
31	0.0009
32	0.0016
33	0.0044
34	0.0037
35	0.0074
36	0.0096
37	0.0142
38	0.0138
39	0.0187
40	0.0286
41	0.0276
42	0.0379
43	0.0374
44	0.0434
45	0.0555
46	0.0569
47	0.0546
48	0.0557
49	0.1278
50	0.0561
51	0.0513
52	0.0491
53	0.0477
54	0.0364
55	0.03
56	0.0312
57	0.0184
58	0.0188
59	0.013
60	0.0131
61	0.0104
62	0.0056
63	0.0055
64	0.0035
65	0.003
66	0.0014
67	0.0005
68	0.001
69	0.0011
70	0.0006
71	0.0003
72	0.0004
73	0.0
74	0.0001
75	0.0
76	0.0
77	0.0
78	0.0
79	0.0002
80	0.0
81	0.0001
82	0.0
83	0.0
84	0.0
85	0.0
86	0.0
87	0.0
88	0.0
89	0.0
90	0.0
91	0.0
92	0.0
93	0.0
94	0.0
95	0.0
96	0.0
97	0.0
98	0.0
99	0.0
